0.225024 0.525371 0.736798
0.896912 0.74308 0.66003
0.774457 0.667998 0.45767
0.707132 0.0937339 0.202224
0.553701 0.140632 0.916696
0.373839 0.192396 0.286187
0.306728 0.479746 0.838512
0.647078 0.769066 0.565982
0.896781 0.112737 0.902972
0.561376 0.308582 0.427253
0.18348 0.384511 0.674079
0.541285 0.608576 0.921518
0.726013 0.372526 0.031481
0.960227 0.0954401 0.616056
0.23976 0.759501 0.5493
0.594099 0.497371 0.137055
0.494926 0.777688 0.508707
0.239214 0.40605 0.237826
0.877873 0.496404 0.0772046
0.27093 0.8822 0.666186
0.59672 0.112005 0.665552
0.916336 0.829728 0.240117
0.164531 0.982546 0.0322991
0.258082 0.805086 0.686404
0.808198 0.622643 0.652468
0.07598 0.482365 0.165955
0.510699 0.249632 0.884519
0.201952 0.188402 0.516613
0.880734 0.908616 0.280279
0.0073631 0.126249 0.144441
0.290858 0.918337 0.0638602
0.412882 0.0222339 0.807076
0.790654 0.0774434 0.314143
0.683978 0.467959 0.715378
0.117491 0.539691 0.290363
0.966964 0.157695 0.0811776
0.22712 0.474303 0.12179
0.0560182 0.893135 0.661697
0.547926 0.553867 0.293118
0.965543 0.877479 0.151481
0.513911 0.0348021 0.117533
0.808876 0.63059 0.510047
0.52939 0.504836 0.00712273
0.197112 0.134001 0.980383
0.332934 0.416779 0.356718
0.602323 0.959376 0.435133
0.583092 0.325262 0.950245
0.492134 0.319684 0.947905
0.564673 0.695926 0.495508
0.167036 0.772983 0.821839
0.0421633 0.285232 0.484349
0.422815 0.555348 0.803249
0.176627 0.335166 0.915991
0.501719 0.775779 0.864035
0.860855 0.2751 0.0614361
0.308153 0.206406 0.228448
0.217853 0.0303173 0.21192
0.416664 0.378188 0.581291
0.627669 0.201484 0.406975
0.360038 0.696842 0.538301
0.498663 0.199073 0.092373
0.901039 0.208055 0.23677
0.942082 0.657935 0.884242
0.944661 0.892771 0.723481
0.410657 0.0842715 0.928768
0.373806 0.937002 0.35812
0.0326321 0.282558 0.22422
0.31543 0.747169 0.0644629
0.539014 0.276643 0.608562
0.158349 0.791651 0.936593
0.8033 0.465259 0.732386
0.435451 0.0628045 0.991191
0.258998 0.468805 0.0811974
0.941343 0.0548136 0.257015
0.998073 0.880375 0.433268
0.798951 0.959329 0.334916
0.374877 0.397821 0.0923725
0.932214 0.851466 0.694809
0.869221 0.899581 0.581443
0.743911 0.324813 0.377829
0.0982047 0.548578 0.319834
0.150819 0.470665 0.771972
0.854653 0.25616 0.141235
0.581706 0.815002 0.124843
0.573842 0.796854 0.631673
0.182436 0.708764 0.933617
0.660216 0.0383813 0.770777
0.402508 0.361554 0.149258
0.217388 0.380273 0.417076
0.519387 0.473504 0.817983
0.173662 0.466525 0.923433
0.639582 0.454711 0.40553
0.0759431 0.0605553 0.858965
0.526683 0.83612 0.52853
0.423935 0.428147 0.763592
0.761603 0.486316 0.208131
0.869187 0.951608 0.863306
0.147962 0.151493 0.67745
0.534387 0.376305 0.461761
0.499165 0.283755 0.344962
0.483242 0.593745 0.0419733
0.599445 0.285479 0.311963
0.362208 0.0904357 0.346324
0.715683 0.865155 0.0304634
0.798805 0.72496 0.766333
0.427282 0.6076 0.100475
0.242972 0.475388 0.665254
0.583054 0.677101 0.128725
0.94941 0.444432 0.394416
0.591508 0.104735 0.397999
0.590975 0.149882 0.247766
0.825797 0.521181 0.818987
0.504793 0.212117 0.42756
0.709302 0.0915417 0.382702
0.694743 0.661613 0.234361
0.807034 0.137818 0.910724
0.222679 0.851223 0.342514
0.446505 0.601565 0.573282
0.838727 0.147656 0.0447792
0.589113 0.0831066 0.773281
